log_id,log_date,duration_minutes,total_calories_burned,average_heart_rate,trainee_feedback_rating,coach_notes,program_id,trainee_id
337,2023-04-09,80.95,599,112.0,4,Felt a bit tired but completed the program.,10,453
338,2023-08-10,85.34,429,170.9,1,Felt a bit tired but completed the program.,1,162
339,2023-05-08,63.39,453,127.5,8,"Struggled with the last few sets, might need more recovery.",3,140
340,2023-09-15,37.6,245,124.3,5,Needs to work on breathing technique during heavy lifts.,8,217
341,2024-01-29,37.87,258,178.4,2,"Struggled with the last few sets, might need more recovery.",10,207
342,2023-08-08,83.91,488,110.5,5,"Good pace, kept heart rate in the target zone.",8,396
343,2023-09-05,103.33,773,179.9,6,Crushed the personal records today!,2,390
344,2023-01-26,67.15,417,132.4,7,Crushed the personal records today!,2,419
345,2023-11-05,104.64,595,129.3,10,"Good pace, kept heart rate in the target zone.",9,274
346,2023-05-09,92.0,746,182.5,2,"A bit distracted, but finished the routine.",10,101
347,2023-04-30,79.69,607,156.2,9,"Good pace, kept heart rate in the target zone.",5,237
348,2023-07-04,115.54,889,179.8,6,"Good pace, kept heart rate in the target zone.",3,402
349,2023-01-03,57.92,488,141.4,4,"Solid session, increased weights on main exercises.",1,3
350,2024-02-25,52.35,323,179.1,10,"Standard workout, no special issues.",1,51
351,2023-06-17,104.03,569,172.9,1,Needs to work on breathing technique during heavy lifts.,1,30
352,2023-12-24,98.86,777,169.4,1,Needs to work on breathing technique during heavy lifts.,7,74
353,2023-02-12,60.22,480,123.6,8,"Struggled with the last few sets, might need more recovery.",4,149
354,2023-08-26,67.03,380,172.0,3,Needs to work on breathing technique during heavy lifts.,9,234
355,2023-06-05,41.43,299,111.2,8,Crushed the personal records today!,5,17
356,2024-01-18,75.09,448,122.8,5,"Great effort today, pushed through the fatigue.",7,382
357,2023-03-25,109.34,656,128.8,2,Crushed the personal records today!,4,179
358,2023-08-25,73.76,688,126.2,10,"Good pace, kept heart rate in the target zone.",6,53
359,2023-08-02,74.38,415,128.7,9,Needs to work on breathing technique during heavy lifts.,3,62
360,2023-01-13,63.66,529,161.5,7,"Good pace, kept heart rate in the target zone.",2,387
361,2023-11-01,100.59,629,115.2,5,"Standard workout, no special issues.",10,116
362,2023-02-05,54.7,397,130.2,7,"Struggled with the last few sets, might need more recovery.",3,232
363,2023-01-28,77.68,582,156.5,6,Crushed the personal records today!,8,139
364,2023-03-20,48.32,481,181.3,1,"Good pace, kept heart rate in the target zone.",3,470
365,2023-08-08,99.35,529,162.9,4,Needs to work on breathing technique during heavy lifts.,7,310
366,2023-05-24,84.92,774,126.9,6,"Standard workout, no special issues.",9,383
367,2023-07-29,39.31,307,119.9,1,"Standard workout, no special issues.",2,464
368,2023-12-22,114.37,619,141.0,3,Needs to work on breathing technique during heavy lifts.,8,304
369,2023-01-24,117.6,1146,159.4,1,Needs to work on breathing technique during heavy lifts.,2,18
370,2023-08-13,32.3,295,162.5,6,"A bit distracted, but finished the routine.",3,398
371,2023-10-09,39.96,224,155.7,1,"Good pace, kept heart rate in the target zone.",10,14
372,2023-10-26,56.78,474,115.3,9,Excellent form throughout the entire workout.,8,168
373,2023-06-04,95.08,848,117.6,1,Crushed the personal records today!,1,436
374,2023-05-20,98.59,741,150.2,3,"Struggled with the last few sets, might need more recovery.",10,210
375,2023-10-14,111.46,883,111.8,2,"Struggled with the last few sets, might need more recovery.",4,258
376,2023-07-17,41.27,352,139.6,6,"Standard workout, no special issues.",8,433
377,2023-12-26,79.08,570,111.2,9,Excellent form throughout the entire workout.,10,375
378,2023-04-09,58.5,582,177.4,4,Crushed the personal records today!,10,7
379,2023-01-12,37.19,243,178.2,10,"Good pace, kept heart rate in the target zone.",3,241
380,2023-10-23,67.58,434,156.9,6,Crushed the personal records today!,3,329
381,2023-07-30,71.46,550,125.5,10,Crushed the personal records today!,9,251
382,2023-04-30,39.11,315,148.2,2,"Good pace, kept heart rate in the target zone.",3,114
383,2023-04-09,83.91,486,131.6,10,"Solid session, increased weights on main exercises.",2,128
384,2023-09-23,108.22,884,133.4,9,Felt a bit tired but completed the program.,4,251
385,2023-08-19,95.35,589,164.9,10,Excellent form throughout the entire workout.,8,37
386,2024-01-12,87.02,802,148.2,6,"Standard workout, no special issues.",3,124
387,2023-06-28,35.33,249,124.5,1,"Great effort today, pushed through the fatigue.",6,394
388,2024-02-19,118.78,1124,156.4,6,Crushed the personal records today!,3,405
389,2023-10-17,89.17,504,178.7,10,"Standard workout, no special issues.",6,390
390,2023-02-22,55.76,373,151.2,4,"Struggled with the last few sets, might need more recovery.",4,398
391,2024-01-28,61.13,494,183.6,9,"Great effort today, pushed through the fatigue.",9,453
392,2023-05-14,85.38,579,150.3,3,"Great effort today, pushed through the fatigue.",1,316
393,2023-10-19,37.91,318,176.3,6,"Standard workout, no special issues.",3,161
394,2024-02-24,89.71,801,142.1,10,"Struggled with the last few sets, might need more recovery.",8,5
395,2023-04-11,71.07,619,129.9,5,Excellent form throughout the entire workout.,1,128
396,2023-08-30,75.41,417,132.3,2,"Struggled with the last few sets, might need more recovery.",5,83
397,2023-02-28,95.76,827,128.7,7,"Good pace, kept heart rate in the target zone.",1,222
398,2023-02-02,65.67,457,184.6,4,Felt a bit tired but completed the program.,1,319
399,2023-08-11,77.84,643,128.8,1,"Good pace, kept heart rate in the target zone.",9,406
400,2024-01-25,94.83,717,112.5,7,"Standard workout, no special issues.",1,81
401,2023-02-22,83.97,488,127.4,2,Crushed the personal records today!,4,340
402,2023-03-06,54.79,453,171.3,3,"Solid session, increased weights on main exercises.",2,446
403,2023-07-28,100.94,757,113.4,1,Needs to work on breathing technique during heavy lifts.,1,251
404,2024-02-12,38.34,377,159.4,6,Crushed the personal records today!,2,78
405,2023-11-04,112.83,1073,154.7,4,"Solid session, increased weights on main exercises.",7,165
406,2023-12-08,102.38,675,120.9,4,"A bit distracted, but finished the routine.",8,327
407,2023-04-24,45.88,339,177.9,1,"Struggled with the last few sets, might need more recovery.",7,395
408,2023-01-03,95.75,516,149.2,7,"Standard workout, no special issues.",7,316
409,2023-05-08,83.37,646,114.4,3,"Solid session, increased weights on main exercises.",9,483
410,2023-04-10,60.91,362,132.0,7,Needs to work on breathing technique during heavy lifts.,4,387
411,2023-10-18,88.91,847,173.4,3,Excellent form throughout the entire workout.,7,112
412,2023-06-23,116.97,669,183.4,7,"Solid session, increased weights on main exercises.",1,318
413,2023-09-11,55.55,526,123.6,10,"A bit distracted, but finished the routine.",3,154
414,2023-05-31,33.45,179,111.0,8,"Solid session, increased weights on main exercises.",7,495
415,2023-08-23,91.51,656,120.1,8,"Great effort today, pushed through the fatigue.",6,60
416,2023-07-07,65.52,628,122.2,10,Crushed the personal records today!,1,300
417,2024-01-17,57.66,428,126.3,5,"Standard workout, no special issues.",1,8
418,2023-07-25,106.61,634,178.3,10,"Good pace, kept heart rate in the target zone.",6,71
419,2024-02-18,62.85,321,157.3,4,Crushed the personal records today!,7,500
420,2023-07-15,104.09,757,129.4,3,"Standard workout, no special issues.",5,490
421,2023-05-29,79.66,776,184.5,3,"Solid session, increased weights on main exercises.",7,142
422,2023-04-16,110.13,1012,130.4,8,"Solid session, increased weights on main exercises.",8,454
423,2023-08-24,103.3,868,128.0,2,Excellent form throughout the entire workout.,1,324
424,2023-11-19,55.44,511,138.5,8,"Solid session, increased weights on main exercises.",5,32
425,2023-03-26,36.95,208,126.5,1,Needs to work on breathing technique during heavy lifts.,3,43
426,2024-02-06,62.86,412,164.6,9,"Good pace, kept heart rate in the target zone.",2,430
427,2023-10-30,116.32,1139,151.8,2,"Good pace, kept heart rate in the target zone.",7,437
428,2024-01-24,79.09,534,160.3,8,"Standard workout, no special issues.",9,454
429,2023-12-02,82.78,420,167.8,3,"Good pace, kept heart rate in the target zone.",10,383
430,2023-10-15,119.71,614,173.7,3,"Great effort today, pushed through the fatigue.",2,152
431,2023-06-16,90.54,512,177.2,2,Needs to work on breathing technique during heavy lifts.,4,12
432,2023-03-04,97.91,967,130.3,9,"A bit distracted, but finished the routine.",1,9
433,2023-12-07,84.35,704,125.5,4,"Struggled with the last few sets, might need more recovery.",4,159
434,2023-01-29,79.4,437,131.4,2,"Solid session, increased weights on main exercises.",8,384
435,2023-01-05,110.97,1016,157.8,3,"Standard workout, no special issues.",7,105
436,2023-02-27,80.95,777,176.0,7,Excellent form throughout the entire workout.,6,347
437,2023-06-24,76.39,577,160.4,1,"Solid session, increased weights on main exercises.",10,201
438,2023-08-16,38.51,194,184.3,8,Felt a bit tired but completed the program.,6,270
439,2024-02-03,45.52,450,173.9,8,Needs to work on breathing technique during heavy lifts.,6,135
440,2023-03-07,94.43,632,177.7,6,"A bit distracted, but finished the routine.",5,349
441,2023-11-28,88.76,588,119.7,7,Crushed the personal records today!,7,190
442,2023-02-24,113.57,1088,153.4,6,Needs to work on breathing technique during heavy lifts.,9,424
443,2023-10-06,34.36,328,182.7,4,"Great effort today, pushed through the fatigue.",5,352
444,2023-02-22,108.41,798,183.4,1,"Good pace, kept heart rate in the target zone.",1,79
445,2023-09-10,80.92,427,169.7,5,"Solid session, increased weights on main exercises.",1,452
446,2023-01-10,118.32,896,135.7,5,Needs to work on breathing technique during heavy lifts.,6,63
447,2023-07-25,106.12,1018,121.1,10,Crushed the personal records today!,10,303
448,2023-10-16,87.93,615,130.3,10,"Great effort today, pushed through the fatigue.",8,279
449,2023-04-11,32.31,174,172.6,8,"Good pace, kept heart rate in the target zone.",8,460
450,2024-02-25,76.48,549,156.3,5,Crushed the personal records today!,5,392
451,2023-12-06,111.65,592,167.7,5,Needs to work on breathing technique during heavy lifts.,5,421
452,2024-02-12,85.74,636,141.8,9,Needs to work on breathing technique during heavy lifts.,1,8
453,2023-02-11,83.32,755,143.9,9,Excellent form throughout the entire workout.,2,341
454,2023-09-06,69.51,639,156.2,2,"Good pace, kept heart rate in the target zone.",2,146
455,2023-02-20,77.51,573,135.6,8,"A bit distracted, but finished the routine.",4,317
456,2023-03-14,116.48,1153,133.3,5,"Great effort today, pushed through the fatigue.",2,132
457,2023-08-09,63.97,475,131.0,7,"Struggled with the last few sets, might need more recovery.",4,144
458,2023-05-30,73.08,401,112.7,6,"Solid session, increased weights on main exercises.",10,229
459,2023-04-08,67.3,570,181.9,6,Felt a bit tired but completed the program.,10,359
460,2023-04-17,107.73,630,183.7,9,"Standard workout, no special issues.",5,162
461,2023-08-15,30.35,219,152.7,2,"Standard workout, no special issues.",2,390
462,2023-09-14,32.62,200,135.5,1,"Solid session, increased weights on main exercises.",10,421
463,2023-03-16,68.25,528,162.7,9,"A bit distracted, but finished the routine.",7,311
464,2023-02-16,93.09,751,174.2,1,"Solid session, increased weights on main exercises.",6,399
465,2023-05-13,117.42,1017,173.8,2,Excellent form throughout the entire workout.,10,155
466,2023-06-16,73.58,527,145.8,3,"Good pace, kept heart rate in the target zone.",9,474
467,2023-04-04,62.14,450,111.8,3,"Great effort today, pushed through the fatigue.",3,169
468,2023-02-13,119.1,951,167.8,8,Excellent form throughout the entire workout.,2,58
469,2023-08-18,82.37,472,181.2,10,Needs to work on breathing technique during heavy lifts.,4,241
470,2024-02-19,42.04,338,155.3,4,"Standard workout, no special issues.",1,464
471,2023-05-05,77.07,577,149.8,1,"Great effort today, pushed through the fatigue.",4,388
472,2023-05-11,56.4,412,151.3,6,"A bit distracted, but finished the routine.",7,231
473,2024-02-15,47.41,279,124.7,5,"Good pace, kept heart rate in the target zone.",9,332
474,2023-07-16,94.98,906,167.4,6,"Solid session, increased weights on main exercises.",1,444
475,2023-07-25,109.68,1048,140.3,6,"Good pace, kept heart rate in the target zone.",4,471
476,2023-03-19,89.47,598,136.7,3,Crushed the personal records today!,8,81
477,2024-01-31,100.89,807,116.7,9,"A bit distracted, but finished the routine.",10,118
478,2023-06-29,117.38,1004,154.1,5,"Good pace, kept heart rate in the target zone.",4,258
479,2023-05-28,86.38,814,150.7,6,"A bit distracted, but finished the routine.",7,353
480,2023-09-09,119.15,841,157.0,1,"Solid session, increased weights on main exercises.",5,197
481,2023-10-22,52.81,405,170.3,7,"Struggled with the last few sets, might need more recovery.",6,392
482,2023-07-31,62.94,607,129.3,3,"A bit distracted, but finished the routine.",1,232
483,2023-05-08,54.78,274,131.0,1,"Struggled with the last few sets, might need more recovery.",10,145
484,2023-06-21,72.95,379,174.5,6,"Solid session, increased weights on main exercises.",5,46
485,2023-04-06,86.52,850,183.0,10,"Good pace, kept heart rate in the target zone.",7,101
486,2023-07-15,108.12,600,170.8,5,Crushed the personal records today!,6,455
487,2023-10-16,89.8,603,148.7,10,Excellent form throughout the entire workout.,1,7
488,2023-02-07,78.71,481,182.7,3,Needs to work on breathing technique during heavy lifts.,1,1
489,2023-03-04,58.23,393,146.6,3,Crushed the personal records today!,5,264
490,2023-01-10,86.33,495,165.7,5,"Solid session, increased weights on main exercises.",7,428
491,2024-01-27,46.62,460,140.6,6,"Struggled with the last few sets, might need more recovery.",10,393
492,2023-05-02,46.87,287,129.5,9,Crushed the personal records today!,10,397
493,2023-02-05,99.11,707,151.6,9,Felt a bit tired but completed the program.,6,350
494,2023-07-12,65.4,494,133.4,1,"Struggled with the last few sets, might need more recovery.",10,242
495,2023-08-29,79.12,468,154.6,4,"A bit distracted, but finished the routine.",10,71
496,2023-09-05,77.71,509,120.9,2,Crushed the personal records today!,9,233
497,2023-01-14,95.18,720,179.4,8,Felt a bit tired but completed the program.,5,115
498,2023-03-04,74.35,702,179.7,4,"Struggled with the last few sets, might need more recovery.",10,259
499,2023-08-17,78.96,684,137.6,10,Crushed the personal records today!,6,151
500,2023-03-10,109.81,718,129.3,3,Needs to work on breathing technique during heavy lifts.,1,371
501,2023-09-23,105.92,691,149.2,3,Needs to work on breathing technique during heavy lifts.,9,53
502,2023-05-10,41.67,249,130.3,5,"Solid session, increased weights on main exercises.",5,432
503,2023-07-06,80.94,413,177.0,6,Felt a bit tired but completed the program.,6,124
504,2023-11-28,50.1,335,179.6,3,"Struggled with the last few sets, might need more recovery.",6,39
505,2023-05-20,49.13,274,161.1,7,Felt a bit tired but completed the program.,2,432
506,2023-07-26,78.96,407,152.1,10,"Struggled with the last few sets, might need more recovery.",5,233
507,2023-08-12,76.84,515,161.5,10,"Good pace, kept heart rate in the target zone.",8,498
508,2023-09-02,32.3,296,115.0,5,"Struggled with the last few sets, might need more recovery.",9,322
509,2023-09-06,82.13,659,141.9,7,Needs to work on breathing technique during heavy lifts.,8,180
510,2024-01-14,104.31,927,184.7,9,"A bit distracted, but finished the routine.",4,66
